Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
07/16/2022,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,565,23,4.1,"16,460.70"
07/16/2022,FINANCE,FINANCE,470,10,2.1,"7,539.00"
07/16/2022,PUBLIC HEALTH,HEALTH,576,12,2.1,"36,446.10"
07/16/2022,HOUSING,HOUSING,81,5,6.2,"2,126.50"
07/16/2022,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
07/16/2022,HUMAN RESOURCES,HUMANRESOURCES,75,3,4,"2,604.90"
07/16/2022,LAW,LAW,309,0,0,0
07/16/2022,OFFICE OF THE MAYOR,MAYOR,122,1,0.8,70
07/16/2022,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0,0
07/16/2022,OFFICE OF BUDGET & MANAGEMENT,OBM,37,0,0,0
07/16/2022,OFFICE OF EMERGENCY MGMT & COM,OEMC,889,54,6.1,"25,456.60"
07/16/2022,POLICE,POLICE,"12,206",460,3.8,"2,71,455.60"
07/16/2022,PROCUREMENT SERV,PROCUREMENT,78,1,1.3,"1,821.70"
07/16/2022,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,285,9,3.2,"5,159.20"
07/16/2022,STREETS AND SANITATION,STREETSAN,"1,843",98,5.3,"61,602.30"
07/16/2022,TRANSPORTATION,TRANS,"1,204",49,4.1,"32,096.00"
07/16/2022,CITY TREASURER,TREASURER,28,1,3.6,200
07/16/2022,WATER MANAGEMENT,WATER,"1,880",80,4.3,"51,750.20"
07/23/2022,ADMINISTRATIVE HEARING,AHMS,34,2,5.9,426.4
07/23/2022,COMM ANIMAL CARE AND CONTROL,ANIMAL,65,2,3.1,620
07/23/2022,AVIATION,AVIATION,"1,523",55,3.6,"31,149.10"
07/23/2022,BUS AFFAIRS AND CONSUMER PROT,BACP,180,2,1.1,695
07/23/2022,BUILDINGS,BUILDINGS,236,8,3.4,"2,794.80"
07/23/2022,CULTURAL AFFAIRS,CA,58,0,0,0
07/23/2022,CHICAGO BOARD OF EDUCATION,CBOE,"50,769","3,871",7.6,"31,15,545.60"
07/23/2022,CITY COLLEGES OF CHICAGO,CCC,"4,421",257,5.8,"2,33,266.70"
07/23/2022,CCPSA,CCPSA,1,0,0,0
07/23/2022,FIRE DEPARTMENT,CFD,"4,804",170,3.5,"1,14,799.40"
07/23/2022,CHICAGO HOUSING AUTHORITY,CHA,523,21,4,"4,274.40"
07/23/2022,CITY CLERK,CLERK,81,1,1.2,348.7
07/23/2022,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,153,3,2,"4,106.20"
07/23/2022,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,7,5.7,"3,563.10"
07/23/2022,CITY COUNCIL,COUNCIL,385,16,4.2,"15,281.50"
07/23/2022,CHICAGO PARK DISTRICT,CPDT,"2,721",152,5.6,"1,34,274.70"
07/23/2022,CHICAGO PUBLIC LIBRARY,CPL,988,13,1.3,"7,903.90"
07/23/2022,CHICAGO TRANSIT AUTHORITY,CTA,"9,813","2,333",23.8,"24,94,111.50"
07/23/2022,DAIS,DAIS,964,13,1.3,"4,054.60"
07/23/2022,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,4,3.8,"4,000.10"
07/23/2022,BOARD OF ETHICS,ETHICS,7,0,0,0
07/23/2022,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,565,23,4.1,"16,373.30"
07/23/2022,FINANCE,FINANCE,470,7,1.5,"6,200.40"
07/23/2022,PUBLIC HEALTH,HEALTH,576,12,2.1,"36,594.70"
07/23/2022,HOUSING,HOUSING,81,5,6.2,"1,126.50"
07/23/2022,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
07/23/2022,HUMAN RESOURCES,HUMANRESOURCES,75,3,4,"2,604.90"
07/23/2022,LAW,LAW,309,0,0,0
07/23/2022,OFFICE OF THE MAYOR,MAYOR,122,1,0.8,70
07/23/2022,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0,0
07/23/2022,OFFICE OF BUDGET & MANAGEMENT,OBM,37,0,0,0
07/23/2022,OFFICE OF EMERGENCY MGMT & COM,OEMC,889,53,6,"25,645.00"
07/23/2022,POLICE,POLICE,"12,206",286,2.3,"1,87,141.20"
07/23/2022,PROCUREMENT SERV,PROCUREMENT,78,1,1.3,"1,823.40"
07/23/2022,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,285,8,2.8,"4,646.30"
07/23/2022,STREETS AND SANITATION,STREETSAN,"1,843",89,4.8,"56,545.80"
07/23/2022,TRANSPORTATION,TRANS,"1,204",45,3.7,"29,828.00"
07/23/2022,CITY TREASURER,TREASURER,28,1,3.6,200
07/23/2022,WATER MANAGEMENT,WATER,"1,880",73,3.9,"47,322.30"
07/30/2022,ADMINISTRATIVE HEARING,AHMS,34,2,5.9,426.4
07/30/2022,COMM ANIMAL CARE AND CONTROL,ANIMAL,65,2,3.1,620
07/30/2022,AVIATION,AVIATION,"1,523",47,3.1,"22,590.60"
07/30/2022,BUS AFFAIRS AND CONSUMER PROT,BACP,180,1,0.6,190
07/30/2022,BUILDINGS,BUILDINGS,236,8,3.4,"2,594.80"
07/30/2022,CULTURAL AFFAIRS,CA,58,0,0,0
07/30/2022,CHICAGO BOARD OF EDUCATION,CBOE,"50,769","3,822",7.5,"30,77,627.10"
07/30/2022,CITY COLLEGES OF CHICAGO,CCC,"4,421",253,5.7,"2,29,118.30"
07/30/2022,CCPSA,CCPSA,1,0,0,0
07/30/2022,FIRE DEPARTMENT,CFD,"4,804",135,2.8,"1,00,813.20"
07/30/2022,CHICAGO HOUSING AUTHORITY,CHA,523,19,3.6,"3,904.40"
07/30/2022,CITY CLERK,CLERK,81,0,0,0
07/30/2022,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,153,3,2,"4,110.70"
07/30/2022,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,5,4.1,"3,056.30"
07/30/2022,CITY COUNCIL,COUNCIL,385,16,4.2,"15,136.50"
07/30/2022,CHICAGO PARK DISTRICT,CPDT,"2,721",148,5.4,"1,32,284.00"
07/30/2022,CHICAGO PUBLIC LIBRARY,CPL,988,5,0.5,"1,674.60"
07/30/2022,CHICAGO TRANSIT AUTHORITY,CTA,"9,813","2,324",23.7,"24,77,233.20"
07/30/2022,DAIS,DAIS,964,6,0.6,"1,600.20"
07/30/2022,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,4,3.8,"4,003.80"
07/30/2022,BOARD OF ETHICS,ETHICS,7,0,0,0
07/30/2022,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,565,23,4.1,"16,373.30"
07/30/2022,FINANCE,FINANCE,470,5,1.1,"5,914.30"
07/30/2022,PUBLIC HEALTH,HEALTH,576,8,1.4,"36,062.00"
07/30/2022,HOUSING,HOUSING,81,5,6.2,"1,126.50"
07/30/2022,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
07/30/2022,HUMAN RESOURCES,HUMANRESOURCES,75,3,4,340
07/30/2022,LAW,LAW,309,0,0,0
07/30/2022,OFFICE OF THE MAYOR,MAYOR,122,1,0.8,70
07/30/2022,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0,0
07/30/2022,OFFICE OF BUDGET & MANAGEMENT,OBM,37,0,0,0
07/30/2022,OFFICE OF EMERGENCY MGMT & COM,OEMC,889,52,5.8,"23,849.70"
07/30/2022,POLICE,POLICE,"12,206",233,1.9,"1,66,626.90"
07/30/2022,PROCUREMENT SERV,PROCUREMENT,78,1,1.3,"1,825.20"
07/30/2022,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,285,7,2.5,"4,514.90"
07/30/2022,STREETS AND SANITATION,STREETSAN,"1,843",69,3.7,"43,519.70"
07/30/2022,TRANSPORTATION,TRANS,"1,204",24,2,"17,444.10"
07/30/2022,CITY TREASURER,TREASURER,28,1,3.6,200
07/30/2022,WATER MANAGEMENT,WATER,"1,880",55,2.9,"49,788.90"
08/06/22,ADMINISTRATIVE HEARING,AHMS,34,2,5.9,426.4
08/06/22,COMM ANIMAL CARE AND CONTROL,ANIMAL,62,2,3.2,620
08/06/22,AVIATION,AVIATION,"1,532",44,2.9,"21,256.30"
08/06/22,BUS AFFAIRS AND CONSUMER PROT,BACP,183,0,0,0
08/06/22,BUILDINGS,BUILDINGS,228,4,1.8,826.8
08/06/22,CULTURAL AFFAIRS,CA,58,0,0,0
08/06/22,CHICAGO BOARD OF EDUCATION,CBOE,"50,769","3,754",7.4,"30,38,960.20"
08/06/22,CITY COLLEGES OF CHICAGO,CCC,"4,421",253,5.7,"2,25,507.50"
08/06/22,CCPSA,CCPSA,1,0,0,0
08/06/22,FIRE DEPARTMENT,CFD,"4,797",124,2.6,"95,685.50"
08/06/22,CHICAGO HOUSING AUTHORITY,CHA,523,20,3.8,"4,124.40"
08/06/22,CITY CLERK,CLERK,84,0,0,0
08/06/22,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,3,1.9,"3,988.10"
08/06/22,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,121,5,4.1,"1,587.80"
08/06/22,CITY COUNCIL,COUNCIL,392,16,4.1,"15,036.50"
08/06/22,CHICAGO PARK DISTRICT,CPDT,"2,721",142,5.2,"1,28,212.20"
08/06/22,CHICAGO PUBLIC LIBRARY,CPL,983,1,0.1,"3,605.40"
08/06/22,CHICAGO TRANSIT AUTHORITY,CTA,"9,813","2,318",23.6,"24,77,183.70"
08/06/22,DAIS,DAIS,946,6,0.6,"1,600.20"
08/06/22,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,5,4.8,"4,215.50"
08/06/22,BOARD OF ETHICS,ETHICS,7,0,0,0
08/06/22,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,567,19,3.4,"15,710.30"
08/06/22,FINANCE,FINANCE,469,6,1.3,"10,019.70"
08/06/22,PUBLIC HEALTH,HEALTH,571,8,1.4,"36,100.00"
08/06/22,HOUSING,HOUSING,85,5,5.9,"1,126.50"
08/06/22,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
08/06/22,HUMAN RESOURCES,HUMANRESOURCES,79,3,3.8,340
08/06/22,LAW,LAW,303,0,0,0
08/06/22,OFFICE OF THE MAYOR,MAYOR,121,0,0,0
08/06/22,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,34,0,0,0
08/06/22,OFFICE OF BUDGET & MANAGEMENT,OBM,38,0,0,0
08/06/22,OFFICE OF EMERGENCY MGMT & COM,OEMC,857,46,5.4,"21,018.00"
08/06/22,POLICE,POLICE,"12,173",161,1.3,"1,25,576.50"
08/06/22,PROCUREMENT SERV,PROCUREMENT,75,1,1.3,"1,826.90"
08/06/22,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,281,7,2.5,"4,514.90"
08/06/22,STREETS AND SANITATION,STREETSAN,"1,827",43,2.4,"32,693.10"
08/06/22,TRANSPORTATION,TRANS,"1,196",24,2,"18,492.20"
08/06/22,CITY TREASURER,TREASURER,29,1,3.4,200
08/06/22,WATER MANAGEMENT,WATER,"1,916",45,2.3,"44,196.80"
08/13/2022,ADMINISTRATIVE HEARING,AHMS,34,2,5.9,426.4
08/13/2022,COMM ANIMAL CARE AND CONTROL,ANIMAL,62,2,3.2,620
08/13/2022,AVIATION,AVIATION,"1,532",35,2.3,"17,542.00"
08/13/2022,BUS AFFAIRS AND CONSUMER PROT,BACP,183,1,0.5,"1,718.80"
08/13/2022,BUILDINGS,BUILDINGS,228,4,1.8,826.8
08/13/2022,CULTURAL AFFAIRS,CA,58,0,0,0
08/13/2022,CHICAGO BOARD OF EDUCATION,CBOE,"50,769","3,733",7.4,"30,32,713.00"
08/13/2022,CITY COLLEGES OF CHICAGO,CCC,"4,421",252,5.7,"2,23,866.10"
08/13/2022,CCPSA,CCPSA,1,0,0,0
08/13/2022,FIRE DEPARTMENT,CFD,"4,797",119,2.5,"93,166.10"
08/13/2022,CHICAGO HOUSING AUTHORITY,CHA,523,18,3.4,"3,854.40"
08/13/2022,CITY CLERK,CLERK,84,0,0,0
08/13/2022,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,3,1.9,"3,992.60"
08/13/2022,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,121,3,2.5,520
08/13/2022,CITY COUNCIL,COUNCIL,392,16,4.1,"15,036.50"
08/13/2022,CHICAGO PARK DISTRICT,CPDT,"2,721",141,5.2,"1,32,967.50"
08/13/2022,CHICAGO PUBLIC LIBRARY,CPL,983,1,0.1,"3,605.40"
08/13/2022,CHICAGO TRANSIT AUTHORITY,CTA,"9,813","2,304",23.5,"24,78,400.70"
08/13/2022,DAIS,DAIS,946,5,0.5,"1,400.20"
08/13/2022,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,5,4.8,"4,082.90"
08/13/2022,BOARD OF ETHICS,ETHICS,7,0,0,0
08/13/2022,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,567,17,3,"15,205.40"
08/13/2022,FINANCE,FINANCE,469,7,1.5,"10,225.10"
08/13/2022,PUBLIC HEALTH,HEALTH,571,7,1.2,"35,637.90"
08/13/2022,HOUSING,HOUSING,85,5,5.9,"1,126.50"
08/13/2022,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
08/13/2022,HUMAN RESOURCES,HUMANRESOURCES,79,2,2.5,270
08/13/2022,LAW,LAW,303,0,0,0
08/13/2022,OFFICE OF THE MAYOR,MAYOR,121,0,0,0
08/13/2022,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,34,0,0,0
08/13/2022,OFFICE OF BUDGET & MANAGEMENT,OBM,38,0,0,0
08/13/2022,OFFICE OF EMERGENCY MGMT & COM,OEMC,857,46,5.4,"24,040.40"
08/13/2022,POLICE,POLICE,"12,173",145,1.2,"1,16,024.30"
08/13/2022,PROCUREMENT SERV,PROCUREMENT,75,2,2.7,"3,249.40"
08/13/2022,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,281,6,2.1,"4,118.50"
08/13/2022,STREETS AND SANITATION,STREETSAN,"1,827",27,1.5,"28,029.20"
08/13/2022,TRANSPORTATION,TRANS,"1,196",14,1.2,"8,931.60"
08/13/2022,CITY TREASURER,TREASURER,29,1,3.4,200
08/13/2022,WATER MANAGEMENT,WATER,"1,916",44,2.3,"43,763.30"
08/20/2022,ADMINISTRATIVE HEARING,AHMS,34,0,0,0
08/20/2022,COMM ANIMAL CARE AND CONTROL,ANIMAL,62,2,3.2,620
08/20/2022,AVIATION,AVIATION,"1,532",36,2.3,"33,776.20"
08/20/2022,BUS AFFAIRS AND CONSUMER PROT,BACP,183,2,1.1,"6,167.90"
08/20/2022,BUILDINGS,BUILDINGS,228,4,1.8,"2,194.30"
08/20/2022,CULTURAL AFFAIRS,CA,58,0,0,0
08/20/2022,CHICAGO BOARD OF EDUCATION,CBOE,"50,769","3,717",7.3,"30,35,226.40"
08/20/2022,CITY COLLEGES OF CHICAGO,CCC,"4,421",250,5.7,"2,23,074.50"
08/20/2022,CCPSA,CCPSA,1,0,0,0
08/20/2022,FIRE DEPARTMENT,CFD,"4,797",116,2.4,"86,904.80"
08/20/2022,CHICAGO HOUSING AUTHORITY,CHA,523,16,3.1,"2,627.60"
08/20/2022,CITY CLERK,CLERK,84,0,0,0
08/20/2022,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,3,1.9,"3,997.10"
08/20/2022,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,121,2,1.7,320
08/20/2022,CITY COUNCIL,COUNCIL,392,16,4.1,"14,991.50"
08/20/2022,CHICAGO PARK DISTRICT,CPDT,"2,721",140,5.1,"1,36,217.30"
08/20/2022,CHICAGO PUBLIC LIBRARY,CPL,983,3,0.3,"5,371.50"
08/20/2022,CHICAGO TRANSIT AUTHORITY,CTA,"9,813","2,292",23.4,"24,71,119.30"
08/20/2022,DAIS,DAIS,946,5,0.5,"1,400.20"
08/20/2022,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,5,4.8,"4,086.60"
08/20/2022,BOARD OF ETHICS,ETHICS,7,0,0,0
08/20/2022,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,567,15,2.6,"11,212.00"
08/20/2022,FINANCE,FINANCE,469,8,1.7,"9,102.10"
08/20/2022,PUBLIC HEALTH,HEALTH,571,7,1.2,"35,575.70"
08/20/2022,HOUSING,HOUSING,85,5,5.9,"1,126.50"
08/20/2022,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
08/20/2022,HUMAN RESOURCES,HUMANRESOURCES,79,2,2.5,270
08/20/2022,LAW,LAW,303,0,0,0
08/20/2022,OFFICE OF THE MAYOR,MAYOR,121,0,0,0
08/20/2022,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,34,0,0,0
08/20/2022,OFFICE OF BUDGET & MANAGEMENT,OBM,38,0,0,0
08/20/2022,OFFICE OF EMERGENCY MGMT & COM,OEMC,857,45,5.3,"23,604.90"
08/20/2022,POLICE,POLICE,"12,173",131,1.1,"1,00,832.40"
08/20/2022,PROCUREMENT SERV,PROCUREMENT,75,2,2.7,"3,251.20"
08/20/2022,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,281,6,2.1,"4,118.50"
08/20/2022,STREETS AND SANITATION,STREETSAN,"1,827",27,1.5,"31,766.80"
08/20/2022,TRANSPORTATION,TRANS,"1,196",14,1.2,"11,466.50"
08/20/2022,CITY TREASURER,TREASURER,29,1,3.4,200
08/20/2022,WATER MANAGEMENT,WATER,"1,916",44,2.3,"43,449.50"
08/27/2022,ADMINISTRATIVE HEARING,AHMS,34,0,0,0
08/27/2022,COMM ANIMAL CARE AND CONTROL,ANIMAL,62,2,3.2,620
08/27/2022,AVIATION,AVIATION,"1,532",32,2.1,"27,461.10"
08/27/2022,BUS AFFAIRS AND CONSUMER PROT,BACP,183,2,1.1,"6,167.90"
08/27/2022,BUILDINGS,BUILDINGS,228,3,1.3,586.8
08/27/2022,CULTURAL AFFAIRS,CA,58,0,0,0
08/27/2022,CHICAGO BOARD OF EDUCATION,CBOE,"50,769","3,699",7.3,"28,08,207.50"
08/27/2022,CITY COLLEGES OF CHICAGO,CCC,"4,421",241,5.5,"1,58,915.30"
08/27/2022,CCPSA,CCPSA,1,0,0,0
08/27/2022,FIRE DEPARTMENT,CFD,"4,797",105,2.2,"56,776.70"
08/27/2022,CHICAGO HOUSING AUTHORITY,CHA,523,17,3.3,"2,694.80"
08/27/2022,CITY CLERK,CLERK,84,1,1.2,"1,474.00"
08/27/2022,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,2,1.3,"3,851.60"
08/27/2022,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,121,3,2.5,425
08/27/2022,CITY COUNCIL,COUNCIL,392,16,4.1,"14,234.40"
08/27/2022,CHICAGO PARK DISTRICT,CPDT,"2,721",137,5,"96,585.00"
08/27/2022,CHICAGO PUBLIC LIBRARY,CPL,983,3,0.3,"5,371.50"
08/27/2022,CHICAGO TRANSIT AUTHORITY,CTA,"9,813","2,262",23.1,"20,50,179.10"
08/27/2022,DAIS,DAIS,946,5,0.5,"1,400.20"
08/27/2022,BOARD OF ELECTION COMMISSIONER,ELECTIONS,104,5,4.8,"4,090.30"
08/27/2022,BOARD OF ETHICS,ETHICS,7,0,0,0
08/27/2022,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,567,13,2.3,"6,611.00"
08/27/2022,FINANCE,FINANCE,469,8,1.7,"9,338.40"
08/27/2022,PUBLIC HEALTH,HEALTH,571,5,0.9,"34,899.10"
08/27/2022,HOUSING,HOUSING,85,5,5.9,"1,126.50"
08/27/2022,COMMISSION ON HUMAN RELATIONS,HR,14,0,0,0
08/27/2022,HUMAN RESOURCES,HUMANRESOURCES,79,2,2.5,270
08/27/2022,LAW,LAW,303,0,0,0
08/27/2022,OFFICE OF THE MAYOR,MAYOR,121,0,0,0
08/27/2022,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,34,0,0,0
08/27/2022,OFFICE OF BUDGET & MANAGEMENT,OBM,38,0,0,0
08/27/2022,OFFICE OF EMERGENCY MGMT & COM,OEMC,857,43,5,"15,496.40"
08/27/2022,POLICE,POLICE,"12,173",114,0.9,"75,418.50"
08/27/2022,PROCUREMENT SERV,PROCUREMENT,75,2,2.7,"3,252.90"
08/27/2022,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,281,6,2.1,"4,118.50"
08/27/2022,STREETS AND SANITATION,STREETSAN,"1,827",23,1.3,"16,033.70"
08/27/2022,TRANSPORTATION,TRANS,"1,196",13,1.1,"13,417.00"
08/27/2022,CITY TREASURER,TREASURER,29,1,3.4,200
08/27/2022,WATER MANAGEMENT,WATER,"1,916",41,2.1,"26,379.00"
12/19/2015,LAW,LAW,417,0,0,0
04/16/2016,LAW,LAW,413,0,0,0
10/14/2011,Administrative Hearings,,39,2,5.1,368
10/14/2011,Animal Care & Control,,68,3,4.4,"2,564.00"
10/14/2011,Aviation,,"1,265",54,4.3,"19,092.00"
10/14/2011,Board of Elections,,112,5,4.5,"1,068.00"
10/14/2011,Board of Ethics,,6,0,0,0
10/14/2011,Budget & Management,,50,1,2,400
10/14/2011,Buildings,,283,4,1.4,861
10/14/2011,Business Affairs & Consumer Protection,,183,7,3.8,"3,208.00"
10/14/2011,Chicago Board of Education,,"48,796","2,832",5.8,"9,62,067.00"
10/14/2011,Chicago Housing Authority,,467,25,5.4,"6,137.00"
10/14/2011,Chicago Park District,,"6,420",422,6.6,"2,29,971.00"
10/14/2011,Chicago Public Library,,"1,031",30,2.9,"8,147.00"
10/14/2011,Chicago Transit Authority,,"10,279","1,948",19,"6,42,713.00"
10/14/2011,City Clerk,,98,3,3.1,613
10/14/2011,City Colleges of Chicago,,"1,867",50,2.7,"16,822.00"
10/14/2011,City Council,,425,33,7.8,"11,377.00"
10/14/2011,City Treasurer,,22,0,0,0
10/14/2011,Compliance,,23,0,0,0
10/14/2011,Cultural Affairs & Special Events,,48,0,0,0
10/14/2011,Emergency Management & Communications,,"1,317",90,6.8,"30,416.00"
10/14/2011,Environment,,57,2,3.5,269
10/14/2011,Family & Support Services,,866,38,4.4,"13,589.00"
10/14/2011,Finance,,175,4,2.3,"7,042.00"
10/14/2011,Fire,,"4,952",206,4.2,"1,07,117.00"
10/14/2011,Fleet Management,,593,21,3.5,"8,391.00"
10/14/2011,General Services,,490,32,6.5,"9,990.00"
10/14/2011,Housing & Economic Development,,295,7,2.4,"1,593.00"
10/14/2011,Human Relations,,28,0,0,0
10/14/2011,Human Resources,,63,1,1.6,200
10/14/2011,Innovation & Technology,,90,1,1.1,221
10/14/2011,Independent Police Review Authority,,83,7,8.4,"3,957.00"
10/14/2011,Law,,426,2,0.5,"2,689.00"
10/14/2011,Mayor's Office for People with Disabilities,,32,0,0,0
10/14/2011,Office of the Mayor,,72,0,0,0
10/14/2011,Police,,"13,928",771,5.5,"2,68,656.00"
10/14/2011,Procurement Services,,59,0,0,0
10/14/2011,Public Health,,835,42,5,"14,839.00"
10/14/2011,Revenue,,405,16,4,"30,379.00"
10/14/2011,Streets & Sanitation,,"2,131",202,9.5,"84,266.00"
10/14/2011,Transportation,,"1,128",75,6.6,"22,355.00"
10/14/2011,Water Management,,"1,778",117,6.6,"42,233.00"
10/21/2011,Administrative Hearings,,39,0,0,0
10/21/2011,Animal Care & Control,,68,2,2.9,"2,337.00"
10/21/2011,Aviation,,"1,265",44,3.5,"15,162.00"
10/21/2011,Board of Elections,,112,0,0,0
10/21/2011,Board of Ethics,,6,0,0,0
10/21/2011,Budget & Management,,50,0,0,0
10/21/2011,Buildings,,283,3,1.1,618
10/21/2011,Business Affairs & Consumer Protection,,183,4,2.2,"2,569.00"
10/21/2011,Chicago Board of Education,,"48,796","2,626",5.4,"8,99,139.00"
10/21/2011,Chicago Housing Authority,,467,20,4.3,"6,133.00"
10/21/2011,Chicago Park District,,"6,420",367,5.7,"2,09,971.00"
10/21/2011,Chicago Public Library,,"1,031",28,2.7,"5,765.00"
10/21/2011,Chicago Transit Authority,,"10,279","1,876",18.3,"6,17,865.00"
10/21/2011,City Clerk,,98,2,2,535
10/21/2011,City Colleges of Chicago,,"1,867",32,1.7,"11,423.00"
10/21/2011,City Council,,425,26,6.1,"11,126.00"
10/21/2011,City Treasurer,,22,0,0,0
10/21/2011,Compliance,,23,0,0,0
10/21/2011,Cultural Affairs & Special Events,,48,0,0,0
10/21/2011,Emergency Management & Communications,,"1,317",75,5.7,"25,135.00"
10/21/2011,Environment,,57,2,3.5,269
10/21/2011,Family & Support Services,,866,22,2.5,"8,874.00"
10/21/2011,Finance,,175,1,0.6,"2,053.00"
10/21/2011,Fire,,"4,952",159,3.2,"91,246.00"
10/21/2011,Fleet Management,,593,19,3.2,"8,198.00"
10/21/2011,General Services,,490,26,5.3,"9,057.00"
10/21/2011,Housing & Economic Development,,295,2,0.7,507
10/21/2011,Human Relations,,28,0,0,0
10/21/2011,Human Resources,,63,0,0,0
10/21/2011,Independent Police Review Authority,,83,5,6,"2,156.00"
10/21/2011,Innovation & Technology,,90,0,0,0
10/21/2011,Law,,426,0,0,0
10/21/2011,Mayor's Office for People with Disabilities,,32,0,0,0
10/21/2011,Office of the Mayor,,72,0,0,0
10/21/2011,Police,,"13,928",654,4.7,"2,32,813.00"
10/21/2011,Procurement Services,,59,0,0,0
10/21/2011,Public Health,,835,31,3.7,"9,686.00"
10/21/2011,Revenue,,405,10,2.5,"28,995.00"
10/21/2011,Streets & Sanitation,,"2,131",181,8.5,"72,684.00"
10/21/2011,Transportation,,"1,128",61,5.4,"17,230.00"
10/21/2011,Water Management,,"1,778",105,5.9,"34,756.00"
10/28/2011,Administrative Hearings,,39,0,0,0
10/28/2011,Animal Care & Control,,68,1,1.5,"2,191.00"
10/28/2011,Aviation,,"1,265",34,2.7,"13,097.00"
10/28/2011,Board of Elections,,112,0,0,0
10/28/2011,Board of Ethics,,6,0,0,0
10/28/2011,Budget & Management,,50,0,0,0
10/28/2011,Buildings,,283,3,1.1,618
10/28/2011,Business Affairs & Consumer Protection,,183,3,1.6,490
10/28/2011,Chicago Board of Education,,"48,796","2,468",5,"8,54,727.00"
10/28/2011,Chicago Housing Authority,,467,20,4.3,"6,135.00"
10/28/2011,Chicago Park District,,"6,420",326,5.1,"1,97,926.00"
10/28/2011,Chicago Public Library,,"1,031",19,1.8,"3,985.00"
10/28/2011,Chicago Transit Authority,,"10,279","1,757",17.1,"5,80,195.00"
10/28/2011,City Clerk,,98,2,2,535
10/28/2011,City Colleges of Chicago,,"1,867",22,1.2,"9,069.00"
10/28/2011,City Council,,425,24,5.6,"10,445.00"
10/28/2011,City Treasurer,,22,0,0,0
10/28/2011,Compliance,,23,0,0,0
10/28/2011,Cultural Affairs & Special Events,,48,0,0,0
10/28/2011,Emergency Management & Communications,,"1,317",63,4.8,"20,626.00"
10/28/2011,Environment,,57,2,3.5,269
10/28/2011,Family & Support Services,,866,19,2.2,"7,914.00"
10/28/2011,Finance,,175,1,0.6,"2,053.00"
10/28/2011,Fire,,"4,952",140,2.8,"85,558.00"
10/28/2011,Fleet Management,,593,14,2.4,"6,563.00"
10/28/2011,General Services,,490,24,5.2,"8,557.00"
10/28/2011,Housing & Economic Development,,295,2,0.7,385
10/28/2011,Human Relations,,28,0,0,0
10/28/2011,Human Resources,,63,0,0,0
10/28/2011,Independent Police Review Authority,,83,4,4.8,"1,796.00"
